"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.899738259E2,5.232893411E1,4.868579904E0,3.111982277E0,2.710267305E0,1.784549713E2,5.116476059E0,3.000000000E0
1.909639824E2,5.232890999E1,4.868578935E0,3.011551142E0,2.763222933E0,1.833809967E2,5.225328445E0,3.000000000E0
1.919712402E2,5.232888648E1,4.868576491E0,2.725684625E0,2.632970572E0,1.806472931E2,5.224977016E0,3.000000000E0
1.929679417E2,5.232886555E1,4.868576712E0,2.560655527E0,2.692473650E0,1.861606750E2,4.831230640E0,3.000000000E0
1.939693960E2,5.232883680E1,4.868573077E0,2.547210117E0,2.750927448E0,1.832465515E2,4.057197094E0,3.000000000E0
1.949688793E2,5.232880725E1,4.868570736E0,2.367249855E0,2.751089573E0,1.802478180E2,5.223925591E0,3.000000000E0
1.959650576E2,5.232878057E1,4.868568791E0,2.274932227E0,2.812942266E0,1.802246552E2,4.830502987E0,3.000000000E0
1.969641146E2,5.232875385E1,4.868566989E0,2.219007261E0,2.872726679E0,1.766848755E2,4.830260754E0,3.000000000E0
1.979708510E2,5.232872727E1,4.868568761E0,2.038828622E0,2.943473101E0,1.781259003E2,4.826303482E0,3.000000000E0
1.989689799E2,5.232870239E1,4.868574275E0,1.962776019E0,3.029140949E0,1.802868042E2,4.826025486E0,3.000000000E0
1.999642243E2,5.232867185E1,4.868581495E0,1.870345509E0,2.951877356E0,1.776452637E2,3.925826073E0,3.000000000E0
2.009777866E2,5.232864588E1,4.868586387E0,1.938413942E0,2.907326698E0,1.764026794E2,4.239895821E0,3.000000000E0
2.019727997E2,5.232862009E1,4.868587132E0,1.886853051E0,2.905775070E0,1.779810638E2,4.239925385E0,3.000000000E0
2.029704870E2,5.232859372E1,4.868587753E0,1.679773174E0,2.779935122E0,1.799067841E2,4.239954472E0,3.000000000E0
2.039713683E2,5.232856955E1,4.868585339E0,1.623504259E0,2.653505325E0,1.831821899E2,3.925740242E0,3.000000000E0
2.049697581E2,5.232854831E1,4.868586512E0,1.652647125E0,2.435922861E0,1.822598267E2,3.925719023E0,3.000000000E0
2.059699525E2,5.232852682E1,4.868589088E0,1.667212680E0,2.329062462E0,1.794989929E2,3.925697327E0,3.000000000E0
2.069698181E2,5.232850496E1,4.868588416E0,1.558547375E0,2.354543924E0,1.762362671E2,4.031490803E0,3.000000000E0
2.079693398E2,5.232848387E1,4.868589299E0,1.420654791E0,2.356703281E0,1.801487885E2,4.031550407E0,3.000000000E0
2.089715920E2,5.232846360E1,4.868589504E0,1.347868248E0,2.379777193E0,1.759700317E2,4.031610489E0,3.000000000E0
2.099756224E2,5.232844034E1,4.868591605E0,1.273249736E0,2.115310907E0,1.866098785E2,4.031670570E0,3.000000000E0
2.109638859E2,5.232841802E1,4.868588394E0,1.193207060E0,2.347955227E0,1.804792328E2,4.031730175E0,3.000000000E0
2.119669571E2,5.232839507E1,4.868583893E0,1.048035878E0,2.393772840E0,1.812726898E2,4.606494904E0,3.000000000E0
2.129766155E2,5.232836964E1,4.868582827E0,7.677352585E-1,2.577265263E0,1.846469269E2,4.606722832E0,3.000000000E0
2.139694503E2,5.232834728E1,4.868572057E0,5.884937723E-1,2.412291050E0,1.924564056E2,5.137465000E0,3.000000000E0
2.149679855E2,5.232832591E1,4.868562090E0,4.369110407E-1,2.355816126E0,1.889221497E2,5.137534142E0,3.000000000E0
2.159679680E2,5.232830264E1,4.868561609E0,2.631290403E-1,2.513462782E0,1.779345245E2,5.137603283E0,3.000000000E0
2.169736387E2,5.232827629E1,4.868563072E0,1.181935473E-1,2.782395840E0,1.782344818E2,5.717113495E0,3.000000000E0
2.179823577E2,5.232824545E1,4.868565518E0,7.485716935E-2,3.075318098E0,1.799195251E2,5.717135429E0,3.000000000E0
2.189706173E2,5.232821274E1,4.868565700E0,9.709714015E-2,3.288156271E0,1.828179321E2,4.632089615E0,3.000000000E0
2.199654449E2,5.232817832E1,4.868563741E0,3.125037670E-1,3.403120279E0,1.840305328E2,4.262018681E0,3.000000000E0
2.209813812E2,5.232814559E1,4.868559814E0,5.925056857E-1,3.343907595E0,1.842916412E2,4.465589523E0,3.000000000E0
2.219709307E2,5.232811215E1,4.868554086E0,5.563163163E-1,3.469599247E0,1.791428070E2,4.460219860E0,3.000000000E0
2.229662941E2,5.232807761E1,4.868556266E0,5.077424929E-1,3.515803099E0,1.758338623E2,4.631717205E0,3.000000000E0
2.239727718E2,5.232804308E1,4.868558911E0,4.140776174E-1,3.519654036E0,1.760802765E2,4.631623268E0,3.000000000E0
2.249728972E2,5.232800800E1,4.868558127E0,5.299844384E-1,3.626204252E0,1.804880829E2,4.631530285E0,3.000000000E0
2.259757237E2,5.232797159E1,4.868552768E0,5.374560560E-1,3.600821733E0,1.857415924E2,5.061275959E0,3.000000000E0
2.269699832E2,5.232794385E1,4.868539232E0,4.711973649E-1,3.119039536E0,1.973334045E2,5.212784290E0,3.000000000E0
2.279733901E2,5.232792769E1,4.868519112E0,5.269809197E-2,1.159644365E0,2.210542297E2,5.060400963E0,3.000000000E0
2.289724187E2,5.232792506E1,4.868504724E0,-1.403983163E-1,7.712321281E-1,2.210542297E2,5.059964180E0,3.000000000E0
2.299742152E2,5.232792659E1,4.868501985E0,8.458624539E-2,0.000000000E0,2.210542297E2,5.170932770E0,3.000000000E0
2.309713816E2,5.232792659E1,4.868501985E0,5.649661689E-2,0.000000000E0,2.210542297E2,4.817148209E0,3.000000000E0
2.319694484E2,5.232792659E1,4.868501985E0,1.144411909E-1,0.000000000E0,2.210542297E2,5.170227051E0,3.000000000E0
2.329746942E2,5.232792659E1,4.868501985E0,4.999272196E-1,0.000000000E0,2.210542297E2,5.169875145E0,3.000000000E0
2.339718813E2,5.232792659E1,4.868501985E0,7.410707950E-1,0.000000000E0,2.210542297E2,4.479620934E0,3.000000000E0
2.349652048E2,5.232792659E1,4.868501985E0,8.595112668E-1,0.000000000E0,2.210542297E2,4.203516960E0,3.000000000E0
2.359775273E2,5.232792659E1,4.868501985E0,1.013056657E0,0.000000000E0,2.210542297E2,4.203467369E0,3.000000000E0
2.369731967E2,5.232792659E1,4.868501985E0,1.225563375E0,0.000000000E0,2.210542297E2,4.108709335E0,3.000000000E0
2.379761005E2,5.232792659E1,4.868501985E0,1.482994727E0,0.000000000E0,2.210542297E2,4.815207005E0,3.000000000E0
2.389709217E2,5.232792913E1,4.868508887E0,1.481274934E0,3.236712515E-1,2.210542297E2,4.814929962E0,3.000000000E0
2.399763593E2,5.232792505E1,4.868503698E0,1.601357114E0,4.802701473E-1,2.210542297E2,5.208294392E0,3.000000000E0
2.409703597E2,5.232791618E1,4.868491765E0,1.838529440E0,4.385881424E-1,2.210542297E2,4.967100143E0,3.000000000E0
2.419688920E2,5.232791297E1,4.868499184E0,2.038035526E0,0.000000000E0,2.210542297E2,5.098505974E0,3.000000000E0
2.429655529E2,5.232791297E1,4.868499184E0,2.073024580E0,0.000000000E0,2.210542297E2,5.098015785E0,3.000000000E0
2.439712584E2,5.232791297E1,4.868499184E0,1.949008691E0,0.000000000E0,2.210542297E2,5.053405285E0,3.000000000E0
2.449685839E2,5.232791297E1,4.868499184E0,1.923273344E0,0.000000000E0,2.210542297E2,5.052967548E0,3.000000000E0
2.459710085E2,5.232791297E1,4.868499184E0,1.883499895E0,0.000000000E0,2.210542297E2,5.014685631E0,3.000000000E0
2.469703562E2,5.232791297E1,4.868499184E0,1.759299798E0,0.000000000E0,2.210542297E2,5.014223099E0,3.000000000E0
2.479675999E2,5.232791297E1,4.868499184E0,1.677688107E0,0.000000000E0,2.210542297E2,5.013760567E0,3.000000000E0
2.489672245E2,5.232791297E1,4.868499184E0,1.600180850E0,0.000000000E0,2.210542297E2,5.013298035E0,3.000000000E0
2.499686834E2,5.232791297E1,4.868499184E0,1.515968658E0,0.000000000E0,2.210542297E2,4.209255219E0,3.000000000E0
2.509695155E2,5.232791297E1,4.868499184E0,1.440446615E0,0.000000000E0,2.210542297E2,4.209134102E0,3.000000000E0
2.519689048E2,5.232791297E1,4.868499184E0,1.393724282E0,0.000000000E0,2.210542297E2,4.209013939E0,3.000000000E0
2.529683670E2,5.232791297E1,4.868499184E0,1.379285661E0,0.000000000E0,2.210542297E2,4.208893299E0,3.000000000E0
2.539706689E2,5.232791297E1,4.868499184E0,1.285407892E0,0.000000000E0,2.210542297E2,4.208772182E0,3.000000000E0
2.549703761E2,5.232791634E1,4.868511491E0,1.200448122E0,3.530002534E-1,2.210542297E2,4.810503006E0,3.000000000E0
2.559757575E2,5.232791143E1,4.868514796E0,1.058818883E0,6.625648737E-1,1.656438293E2,4.810227394E0,3.000000000E0
2.569715256E2,5.232789201E1,4.868520030E0,7.697598998E-1,1.349610686E0,1.767611694E2,5.161442280E0,3.000000000E0
2.579624648E2,5.232787256E1,4.868524974E0,6.621479616E-1,1.754208088E0,1.787176819E2,5.161092281E0,3.000000000E0
2.589686282E2,5.232785053E1,4.868527180E0,5.744236896E-1,2.284939766E0,1.859559174E2,4.208170891E0,3.000000000E0
2.599733020E2,5.232782343E1,4.868525934E0,5.696955481E-1,3.267546654E0,1.806907349E2,5.160391331E0,3.000000000E0
2.609718471E2,5.232778877E1,4.868524938E0,6.308937387E-1,4.014956474E0,1.802087860E2,5.201088905E0,3.000000000E0
2.619718117E2,5.232774886E1,4.868521070E0,5.871182292E-1,4.549529552E0,1.796481476E2,5.200746059E0,3.000000000E0
2.629693142E2,5.232770319E1,4.868520326E0,6.914386157E-1,4.912253857E0,1.779780426E2,5.200405121E0,3.000000000E0
2.639809906E2,5.232765565E1,4.868520220E0,9.551619347E-1,5.090711117E0,1.771003418E2,5.044696331E0,3.000000000E0
2.649662961E2,5.232760839E1,4.868524722E0,1.254935823E0,4.983878613E0,1.758648682E2,5.084893703E0,3.000000000E0
2.659681610E2,5.232756487E1,4.868530265E0,1.782345589E0,4.957223892E0,1.750584869E2,5.084476948E0,3.000000000E0
2.669708838E2,5.232752268E1,4.868533566E0,2.339044298E0,4.553294182E0,1.738816833E2,5.084059715E0,3.000000000E0
2.679709227E2,5.232748425E1,4.868530119E0,1.966761269E0,4.392020226E0,1.727884827E2,4.573742867E0,3.000000000E0
2.689694653E2,5.232744599E1,4.868522169E0,1.390633880E0,4.110147953E0,1.822486572E2,4.767252922E0,3.000000000E0
2.699714365E2,5.232740977E1,4.868517062E0,1.719909142E0,3.706478834E0,1.810153046E2,4.614606857E0,3.000000000E0
2.709638380E2,5.232738101E1,4.868512843E0,2.439674213E0,3.281150341E0,1.771448822E2,5.578040600E0,3.000000000E0
2.719683933E2,5.232734746E1,4.868518318E0,2.684945318E0,3.557507277E0,1.719144592E2,4.371159554E0,3.000000000E0
2.729700076E2,5.232731266E1,4.868527415E0,2.543084886E0,3.486881733E0,1.817114258E2,4.402552128E0,3.000000000E0
2.739723802E2,5.232727820E1,4.868524344E0,2.589342043E0,3.352419376E0,1.815118713E2,4.508639812E0,3.000000000E0
2.749681270E2,5.232724645E1,4.868521058E0,2.920644437E0,2.565736055E0,1.765698090E2,4.508557320E0,3.000000000E0
2.759712484E2,5.232722238E1,4.868515234E0,2.850699876E0,2.892570496E0,1.731860046E2,4.508475304E0,3.000000000E0
2.769742375E2,5.232719866E1,4.868506108E0,2.647179234E0,3.284724951E0,1.756657410E2,4.508392334E0,3.000000000E0
2.779727169E2,5.232716639E1,4.868502316E0,2.856166515E0,3.588245153E0,1.778636780E2,4.804183006E0,3.000000000E0
2.789658193E2,5.232713304E1,4.868495644E0,3.186361603E0,3.347923756E0,1.766140747E2,4.701218128E0,3.000000000E0
2.799689000E2,5.232709787E1,4.868499482E0,3.501354992E0,3.613830566E0,1.720626831E2,4.679342270E0,3.000000000E0
2.809723349E2,5.232705381E1,4.868504493E0,3.719481551E0,4.153619766E0,1.793562927E2,4.679268360E0,3.000000000E0
2.819641803E2,5.232700457E1,4.868504952E0,3.555520335E0,5.179012775E0,1.790565948E2,6.645087719E0,3.000000000E0
2.829718186E2,5.232694252E1,4.868504761E0,2.975972929E0,5.788269520E0,1.789576569E2,4.393469810E0,3.000000000E0
2.839658042E2,5.232687886E1,4.868499498E0,2.769937875E0,6.176512718E0,1.794512329E2,4.762822628E0,3.000000000E0
2.849655952E2,5.232681984E1,4.868501391E0,3.098241365E0,6.250195980E0,1.767391052E2,4.802267075E0,3.000000000E0
2.859747042E2,5.232676614E1,4.868511150E0,3.234258995E0,6.168324471E0,1.780214844E2,4.801993370E0,3.000000000E0
2.869678906E2,5.232670882E1,4.868519728E0,3.247556865E0,6.091902256E0,1.768863525E2,4.801721096E0,3.000000000E0
2.879639056E2,5.232665249E1,4.868517329E0,3.013993310E0,5.469248772E0,1.797579956E2,5.191903591E0,3.000000000E0
2.889694106E2,5.232660067E1,4.868503661E0,2.753989365E0,5.334871769E0,1.789730225E2,4.761353016E0,3.000000000E0
2.899691148E2,5.232654092E1,4.868494296E0,2.980059174E0,4.986122131E0,1.768950653E2,5.660622120E0,3.000000000E0
2.909677092E2,5.232649803E1,4.868492970E0,2.933712056E0,4.587003231E0,1.762882996E2,4.393319130E0,3.000000000E0
2.919725862E2,5.232645688E1,4.868485551E0,2.821887758E0,4.267161369E0,1.788487244E2,6.651111126E0,3.000000000E0
2.929672251E2,5.232641665E1,4.868482411E0,2.952405044E0,4.152072430E0,1.809973450E2,6.651711941E0,3.000000000E0
2.939658482E2,5.232637819E1,4.868480767E0,3.286837929E0,4.051318645E0,1.804910889E2,6.652318001E0,3.000000000E0
2.949717866E2,5.232634313E1,4.868480878E0,3.103458095E0,3.462007523E0,1.797859802E2,5.661504745E0,3.000000000E0
2.959655983E2,5.232631099E1,4.868482666E0,3.015506589E0,3.165205240E0,1.741087189E2,5.661683559E0,3.000000000E0
2.969713811E2,5.232627399E1,4.868487697E0,3.258955496E0,3.397302866E0,1.687635193E2,5.505831718E0,3.000000000E0
2.979736929E2,5.232624301E1,4.868493488E0,3.385696490E0,3.312973022E0,1.739588165E2,5.662034988E0,3.000000000E0
2.989760252E2,5.232621238E1,4.868494636E0,3.058552818E0,2.982919931E0,1.780452881E2,5.018954754E0,3.000000000E0
2.999662466E2,5.232618660E1,4.868491317E0,2.774048768E0,2.590149641E0,1.770841217E2,5.662390709E0,3.000000000E0
3.009717126E2,5.232616276E1,4.868494315E0,2.540146531E0,2.805686712E0,1.763545074E2,5.662565231E0,3.000000000E0
3.019752484E2,5.232613333E1,4.868500617E0,2.328976676E0,3.219833612E0,1.748835602E2,5.662744522E0,3.000000000E0
3.029642947E2,5.232609799E1,4.868507343E0,2.462091763E0,3.057687044E0,1.737737885E2,4.804809570E0,3.000000000E0
3.039743529E2,5.232605444E1,4.868529277E0,2.285799406E0,3.260906458E0,1.769709167E2,4.804572582E0,3.000000000E0
3.049649484E2,5.232602262E1,4.868533549E0,2.129835703E0,3.175444126E0,1.793180389E2,4.624146938E0,3.000000000E0
3.059708887E2,5.232599279E1,4.868539596E0,2.201885386E0,3.032267809E0,1.812720337E2,4.991337299E0,3.000000000E0
3.069681381E2,5.232596058E1,4.868545427E0,2.407334099E0,3.089186192E0,1.818732147E2,4.691002846E0,3.000000000E0
3.079675872E2,5.232592267E1,4.868551127E0,3.140735690E0,3.315441370E0,1.779514923E2,4.690887451E0,3.000000000E0
3.089666335E2,5.232588178E1,4.868555794E0,3.242965080E0,3.545422077E0,1.797901764E2,4.991258621E0,3.000000000E0
3.099708662E2,5.232584520E1,4.868562688E0,3.536017005E0,3.143831253E0,1.795987244E2,5.145206451E0,3.000000000E0
3.109709612E2,5.232580644E1,4.868567972E0,4.247868949E0,3.154297829E0,1.768997803E2,5.145297050E0,3.000000000E0
3.119717349E2,5.232577551E1,4.868569101E0,5.017568918E0,3.056998491E0,1.695089111E2,4.242903233E0,3.000000000E0
3.129668829E2,5.232574529E1,4.868589168E0,5.118311640E0,3.396750927E0,1.446009369E2,4.412437439E0,3.000000000E0
3.139729093E2,5.232572759E1,4.868639758E0,4.804641784E0,3.265214920E0,1.335720062E2,5.145573616E0,3.000000000E0
3.149681072E2,5.232570538E1,4.868680333E0,3.923837234E0,2.622471094E0,1.503851929E2,5.145666599E0,3.000000000E0
3.159651162E2,5.232568578E1,4.868684375E0,3.606698150E0,3.014897346E0,1.857211151E2,4.570530891E0,3.000000000E0
3.169700305E2,5.232565503E1,4.868670991E0,3.749991700E0,3.259170532E0,1.829110260E2,4.570465565E0,3.000000000E0
3.179707953E2,5.232561938E1,4.868668375E0,3.489671272E0,3.431861639E0,1.810988159E2,4.570399761E0,3.000000000E0
3.189714340E2,5.232558457E1,4.868666453E0,3.318471832E0,3.352638245E0,1.828762360E2,4.570335388E0,3.000000000E0
3.199664585E2,5.232555104E1,4.868664775E0,3.009612059E0,3.481331348E0,1.824882355E2,4.570270061E0,3.000000000E0
3.209725823E2,5.232551927E1,4.868665902E0,2.603181303E0,3.522682428E0,1.783174133E2,4.570204258E0,3.000000000E0
3.219729818E2,5.232548758E1,4.868668639E0,2.396812583E0,3.493930101E0,1.776050873E2,4.622586727E0,3.000000000E0
3.229637074E2,5.232545483E1,4.868675753E0,2.188359682E0,3.497118950E0,1.755632782E2,4.570073605E0,3.000000000E0
3.239746232E2,5.232542151E1,4.868681879E0,1.967256186E0,3.570562840E0,1.755935822E2,4.622403145E0,3.000000000E0
3.249749377E2,5.232538825E1,4.868685411E0,1.835354682E0,3.532979012E0,1.809125366E2,4.622311592E0,3.000000000E0
3.259706610E2,5.232535414E1,4.868684583E0,1.747607934E0,3.429195404E0,1.819700317E2,4.569878101E0,3.000000000E0
3.269764319E2,5.232532131E1,4.868679432E0,1.559109392E0,3.596999407E0,1.785274811E2,4.569812775E0,3.000000000E0
3.279743191E2,5.232528733E1,4.868682376E0,1.396629531E0,3.730599880E0,1.731432800E2,4.569747925E0,3.000000000E0
3.289743120E2,5.232525358E1,4.868689316E0,1.342792730E0,3.676065207E0,1.731088257E2,4.621944904E0,3.000000000E0
3.299671573E2,5.232521892E1,4.868696464E0,1.107134951E0,3.573907137E0,1.745078430E2,4.569618225E0,3.000000000E0
3.309658197E2,5.232518504E1,4.868699297E0,1.069976960E0,3.758288860E0,1.786958466E2,4.569553375E0,3.000000000E0
3.319732299E2,5.232515169E1,4.868699077E0,1.000713250E0,3.760400534E0,1.800378265E2,4.569488525E0,3.000000000E0
3.329651029E2,5.232511862E1,4.868701041E0,8.740407038E-1,3.743247032E0,1.791897736E2,4.569423676E0,3.000000000E0
3.339712279E2,5.232507850E1,4.868701700E0,8.211112578E-1,3.834617376E0,1.792958679E2,4.569359303E0,3.000000000E0
3.349740820E2,5.232504557E1,4.868703075E0,1.065062565E0,3.730614662E0,1.787662506E2,4.621395111E0,3.000000000E0
3.359772235E2,5.232501208E1,4.868706447E0,1.198614051E0,3.550945520E0,1.776461639E2,4.569229603E0,3.000000000E0
3.369733812E2,5.232497671E1,4.868707067E0,1.351649427E0,3.725870609E0,1.779416046E2,4.569164753E0,3.000000000E0
3.379700278E2,5.232494227E1,4.868707993E0,1.098335821E0,3.884555340E0,1.822205505E2,4.569100857E0,3.000000000E0
3.389714863E2,5.232490534E1,4.868706894E0,9.225509294E-1,3.863979816E0,1.846510162E2,4.569036007E0,3.000000000E0
3.399737912E2,5.232486888E1,4.868701883E0,8.681620418E-1,3.580630302E0,1.815687561E2,4.568970680E0,3.000000000E0
3.409705782E2,5.232483302E1,4.868699495E0,7.164590468E-1,3.830057144E0,1.782185059E2,4.568906784E0,3.000000000E0
3.419718189E2,5.232478819E1,4.868707513E0,6.506930303E-1,4.757131100E0,1.788687744E2,4.620753765E0,3.000000000E0
3.429763120E2,5.232473680E1,4.868711279E0,5.296919408E-1,5.939126492E0,1.761674652E2,4.620661736E0,3.000000000E0
3.439787896E2,5.232467902E1,4.868719951E0,5.306045805E-1,6.180740833E0,1.745579224E2,4.568713188E0,3.000000000E0
3.449774728E2,5.232461879E1,4.868730605E0,4.559990233E-1,6.646887302E0,1.740153351E2,4.568648815E0,3.000000000E0
3.459654508E2,5.232455530E1,4.868740106E0,3.628610108E-1,6.874245644E0,1.740327911E2,4.568583488E0,3.000000000E0
3.469751824E2,5.232449124E1,4.868747104E0,3.557752345E-1,6.500924587E0,1.769010773E2,4.568518639E0,3.000000000E0
3.479720673E2,5.232443382E1,4.868748950E0,4.774416810E-1,5.970974922E0,1.763541107E2,4.568453312E0,3.000000000E0
3.489727093E2,5.232438067E1,4.868749876E0,5.248342207E-1,5.621311188E0,1.788424988E2,4.568389893E0,3.000000000E0
3.499721150E2,5.232432906E1,4.868746700E0,6.589885021E-1,5.386318684E0,1.802716827E2,4.568324566E0,3.000000000E0
3.509736310E2,5.232427934E1,4.868745028E0,1.170719441E0,5.139873981E0,1.774946136E2,4.568260193E0,3.000000000E0
3.519799638E2,5.232423281E1,4.868750910E0,1.233889060E0,4.791421413E0,1.755548401E2,4.619832993E0,3.000000000E0
3.529687227E2,5.232418541E1,4.868756178E0,1.028616840E0,4.864875317E0,1.783459320E2,4.568132401E0,3.000000000E0
3.539733052E2,5.232413929E1,4.868758583E0,1.267339714E0,4.776766300E0,1.795036163E2,4.568067551E0,3.000000000E0
3.549710930E2,5.232409544E1,4.868764608E0,1.992330731E0,4.414382935E0,1.770700378E2,4.568003178E0,3.000000000E0
3.559748172E2,5.232405545E1,4.868767205E0,2.109188042E0,4.541768074E0,1.760920105E2,4.619465828E0,3.000000000E0
3.569746840E2,5.232401798E1,4.868773080E0,2.379954647E0,4.080213547E0,1.776695862E2,4.567874908E0,3.000000000E0
3.579730613E2,5.232398455E1,4.868772208E0,2.890753233E0,3.969823837E0,1.813596039E2,4.567811966E0,3.000000000E0
3.589654781E2,5.232395171E1,4.868769068E0,3.137083963E0,3.401364565E0,1.850455170E2,4.567748070E0,3.000000000E0
3.599654290E2,5.232391962E1,4.868763375E0,3.210478392E0,3.183030844E0,1.894138184E2,4.619100094E0,3.000000000E0
3.609701520E2,5.232388814E1,4.868760744E0,2.943647820E0,3.290455103E0,1.898985138E2,4.619009972E0,3.000000000E0
3.619659719E2,5.232385626E1,4.868754211E0,2.615528610E0,3.221806526E0,1.860404510E2,4.567558289E0,3.000000000E0
3.629664758E2,5.232382374E1,4.868748945E0,2.015964982E0,3.198516369E0,1.837314453E2,4.567495346E0,3.000000000E0
3.639669985E2,5.232379700E1,4.868744661E0,1.602100864E0,3.238516569E0,1.821914368E2,4.567431927E0,3.000000000E0
3.649723146E2,5.232376689E1,4.868748352E0,1.131883198E0,3.221614361E0,1.760956573E2,4.567368507E0,3.000000000E0
3.659704664E2,5.232373105E1,4.868759227E0,4.564167796E-1,3.175160408E0,1.768651581E2,4.567306519E0,3.000000000E0
3.669714399E2,5.232370163E1,4.868761093E0,3.476204606E-1,3.367089748E0,1.822181702E2,4.567243099E0,3.000000000E0
3.679716753E2,5.232366791E1,4.868758236E0,2.274556354E-1,3.432454586E0,1.809331360E2,4.567180157E0,3.000000000E0
3.689778788E2,5.232362987E1,4.868760005E0,4.439412866E-1,3.776612997E0,1.775118408E2,4.618280888E0,3.000000000E0
3.699709039E2,5.232359406E1,4.868769319E0,5.135346679E-1,3.993788242E0,1.737646790E2,4.567053795E0,3.000000000E0
3.709781105E2,5.232355845E1,4.868777891E0,7.099984456E-1,3.869708776E0,1.790126038E2,4.618098736E0,3.000000000E0
3.719719754E2,5.232352189E1,4.868783848E0,8.874743508E-1,3.703789234E0,1.804597778E2,4.566927910E0,3.000000000E0
3.729818133E2,5.232348425E1,4.868784879E0,1.652974343E0,4.045166492E0,1.777073059E2,4.566865444E0,3.000000000E0
3.739706564E2,5.232344938E1,4.868788607E0,1.632640234E0,3.756365776E0,1.756728058E2,4.566802502E0,3.000000000E0
3.749698351E2,5.232341435E1,4.868794138E0,1.806801169E0,3.702814579E0,1.729013824E2,4.617733955E0,3.000000000E0
